paper_id,field,source,inventory_id,era_band,draw_idx,seed,unit_id,unit_year,title,doi,eligible_units,eligible_papers_in_selected_unit,selection_probability,design_weight,acquisition_route,pdf_url,pdf_path,text_path,pdf_sha256,text_chars
P0460,Structure-driven condensed matter / chemistry,Physical Review X,physical_review_x_openalex_v1.0.1_through2025_20260620,2005-2014_completed_years_2011-2014,7,202606210109,physical_review_x_2014_v4_i2,2014,How Many-Body Effects Modify the van der Waals Interaction between Graphene Sheets,10.1103/physrevx.4.021040,14,26,0.00274725274725275,364,documented_oa_alternate,https://arxiv.org/pdf/1306.4716,corpus/pdfs/condensed_matter_physics/P0460.pdf,corpus/text/condensed_matter_physics/P0460.txt,720413a7ee0361c30ac533e040c8ce6b609c2b7e26792f65eda019132cccad24,38158
P0461,Structure-driven condensed matter / chemistry,Physical Review X,physical_review_x_openalex_v1.0.1_through2025_20260620,2005-2014_completed_years_2011-2014,8,202606210109,physical_review_x_2013_v3_i1,2013,Experimental Implementation of a Kochen-Specker Set of Quantum Tests,10.1103/physrevx.3.011012,14,11,0.00649350649350649,154,documented_oa_alternate,https://arxiv.org/pdf/1209.1836,corpus/pdfs/condensed_matter_physics/P0461.pdf,corpus/text/condensed_matter_physics/P0461.txt,f06cee00bcb04ee24681e39ab802ddeb7329e558382f644e163d623b551401d0,52043
P0462,Structure-driven condensed matter / chemistry,Physical Review X,physical_review_x_openalex_v1.0.1_through2025_20260620,2005-2014_completed_years_2011-2014,9,202606210109,physical_review_x_2014_v4_i3,2014,Extraordinary Doping Effects on Quasiparticle Scattering and Bandwidth in Iron-Based Superconductors,10.1103/physrevx.4.031041,14,34,0.00210084033613445,476,documented_oa_alternate,https://arxiv.org/pdf/1404.6716,corpus/pdfs/condensed_matter_physics/P0462.pdf,corpus/text/condensed_matter_physics/P0462.txt,36e6200add82dad83b17b46382a49a36983028717bf329bc74b751e03ddbba44,63552
P0463,Structure-driven condensed matter / chemistry,Physical Review X,physical_review_x_openalex_v1.0.1_through2025_20260620,2005-2014_completed_years_2011-2014,10,202606210109,physical_review_x_2012_v2_i2,2012,Loophole-Free Bell Test Based on Local Precertification of Photon’s Presence,10.1103/physrevx.2.021010,14,7,0.0102040816326531,98,documented_oa_alternate,https://arxiv.org/pdf/1206.2289,corpus/pdfs/condensed_matter_physics/P0463.pdf,corpus/text/condensed_matter_physics/P0463.txt,9774e89c2212a9dec73ca5f2072a80641baae9019b9d7f521309046169cfde7f,35797
P0464,Structure-driven condensed matter / chemistry,Physical Review X,physical_review_x_openalex_v1.0.1_through2025_20260620,2015-present_completed_years_2015-2025,1,202606210110,physical_review_x_2017_v7_i4,2017,Probing Slow Relaxation and Many-Body Localization in Two-Dimensional Quasiperiodic Systems,10.1103/physrevx.7.041047,42,50,0.000476190476190476,2100,documented_oa_alternate,https://arxiv.org/pdf/1704.03063,corpus/pdfs/condensed_matter_physics/P0464.pdf,corpus/text/condensed_matter_physics/P0464.txt,ea5e9d4c0d9e2f998a013522331ca7acc13c01344df3b0100723b408f4e8de2c,55590
P0465,Structure-driven condensed matter / chemistry,Physical Review X,physical_review_x_openalex_v1.0.1_through2025_20260620,2015-present_completed_years_2015-2025,2,202606210110,physical_review_x_2025_v15_i4,2025,Letting the Tiger out of Its Cage: Bosonic Coding without Concatenation,10.1103/ls5r-vj7r,42,2,0.0119047619047619,84,documented_oa_alternate,https://arxiv.org/pdf/2411.09668,corpus/pdfs/condensed_matter_physics/P0465.pdf,corpus/text/condensed_matter_physics/P0465.txt,54e35b63eebe6102bcb61afa5c465a9cd58ca65fe5ce95692997afd8cad69333,163798
P0466,Structure-driven condensed matter / chemistry,Physical Review X,physical_review_x_openalex_v1.0.1_through2025_20260620,2015-present_completed_years_2015-2025,3,202606210110,physical_review_x_2023_v13_i2,2023,Periodic Atomic Displacements and Visualization of the Electron-Lattice Interaction in the Cuprate,10.1103/physrevx.13.021025,42,1,0.0238095238095238,42,documented_oa_alternate,https://arxiv.org/pdf/2305.10707,corpus/pdfs/condensed_matter_physics/P0466.pdf,corpus/text/condensed_matter_physics/P0466.txt,8c24d045e835ff8df78637683abf4dc0bd9ef7284dc50903957d97088369d83b,44885
P0467,Structure-driven condensed matter / chemistry,Physical Review X,physical_review_x_openalex_v1.0.1_through2025_20260620,2015-present_completed_years_2015-2025,4,202606210110,physical_review_x_2016_v6_i2,2016,Bound States in Boson Impurity Models,10.1103/physrevx.6.021027,42,33,0.000721500721500722,1386,documented_oa_alternate,https://arxiv.org/pdf/1512.07238,corpus/pdfs/condensed_matter_physics/P0467.pdf,corpus/text/condensed_matter_physics/P0467.txt,917eb698345191e36efec973d7422172de43d780fc4412ee2dbf791253061ec3,48194
P0468,Structure-driven condensed matter / chemistry,Physical Review X,physical_review_x_openalex_v1.0.1_through2025_20260620,2015-present_completed_years_2015-2025,5,202606210110,physical_review_x_2024_v14_i2,2024,Nernst Effect of High-Mobility Weyl Electrons in NdAlSi Enhanced by a Fermi Surface Nesting Instability,10.1103/physrevx.14.021012,42,2,0.0119047619047619,84,documented_oa_alternate,https://arxiv.org/pdf/2404.03762,corpus/pdfs/condensed_matter_physics/P0468.pdf,corpus/text/condensed_matter_physics/P0468.txt,1ccebea2f1b537ba130ee9f52a65b21588ac0c451e71707c1b6cdbccb09700d1,102544
P0469,Structure-driven condensed matter / chemistry,npj Computational Materials,npj_computational_materials_openalex_condensed_matter_v1.0.0_2015-2025_20260621,2015-present_completed_years_2015-2025,1,202606210111,npj_computational_materials_2024_v10_i1,2024,Deuteration removes quantum dipolar defects from KDP crystals,10.1038/s41524-024-01431-2,13,71,0.00108342361863489,923,direct_pdf_route,https://www.nature.com/articles/s41524-024-01431-2.pdf?error=cookies_not_supported&code=52d7df43-0f99-46a1-bd03-f81a99d75160,corpus/pdfs/condensed_matter_physics/P0469.pdf,corpus/text/condensed_matter_physics/P0469.txt,ce857efe0fdf8dd4c11da8e31716ec7f392b858f65687578586d0267c6b25b15,60725
P0470,Structure-driven condensed matter / chemistry,npj Computational Materials,npj_computational_materials_openalex_condensed_matter_v1.0.0_2015-2025_20260621,2015-present_completed_years_2015-2025,2,202606210111,npj_computational_materials_2017_v3_i1,2017,An efficient and accurate framework for calculating lattice thermal conductivity of solids: AFLOW—AAPL Automatic Anharmonic Phonon Library,10.1038/s41524-017-0046-7,13,20,0.00384615384615385,260,direct_pdf_route,https://www.nature.com/articles/s41524-017-0046-7.pdf?error=cookies_not_supported&code=dc4921d5-06de-4da2-9db7-234d7cf8a6bd,corpus/pdfs/condensed_matter_physics/P0470.pdf,corpus/text/condensed_matter_physics/P0470.txt,c1645898af5851d81bd4117fe9bf7d7f1ad4d89a813803c410950ded22732910,63029
P0471,Structure-driven condensed matter / chemistry,npj Computational Materials,npj_computational_materials_openalex_condensed_matter_v1.0.0_2015-2025_20260621,2015-present_completed_years_2015-2025,3,202606210111,npj_computational_materials_2020_v6_i1,2020,Auxetic two-dimensional transition metal selenides and halides,10.1038/s41524-020-00424-1,13,71,0.00108342361863489,923,direct_pdf_route,https://www.nature.com/articles/s41524-020-00424-1.pdf?error=cookies_not_supported&code=78437ab7-db61-484a-b3a7-506bef93e4b6,corpus/pdfs/condensed_matter_physics/P0471.pdf,corpus/text/condensed_matter_physics/P0471.txt,150cfc3981bba362762af56e343e209359f79048fdd767d5dbb4072680a537af,32527
P0472,Structure-driven condensed matter / chemistry,npj Computational Materials,npj_computational_materials_openalex_condensed_matter_v1.0.0_2015-2025_20260621,2015-present_completed_years_2015-2025,4,202606210111,npj_computational_materials_2020_v6_i1,2020,"First-principles calculations of hyperfine interaction, binding energy, and quadrupole coupling for shallow donors in silicon",10.1038/s41524-020-00448-7,13,71,0.00108342361863489,923,direct_pdf_route,https://www.nature.com/articles/s41524-020-00448-7.pdf?error=cookies_not_supported&code=ff58e321-b219-486f-ad99-63cd8fa3ea45,corpus/pdfs/condensed_matter_physics/P0472.pdf,corpus/text/condensed_matter_physics/P0472.txt,c32f40a9ea24cab6d378beb660c3a96c987c9c8529d97c064800764121025617,55265
P0473,Structure-driven condensed matter / chemistry,npj Computational Materials,npj_computational_materials_openalex_condensed_matter_v1.0.0_2015-2025_20260621,2015-present_completed_years_2015-2025,5,202606210111,npj_computational_materials_2023_v9_i1,2023,Range-separated hybrid functionals for accurate prediction of band gaps of extended systems,10.1038/s41524-023-01064-x,13,76,0.00101214574898785,988,direct_pdf_route,https://www.nature.com/articles/s41524-023-01064-x.pdf?error=cookies_not_supported&code=ea08e783-eb8e-4c98-a617-f36b8ab5bcdd,corpus/pdfs/condensed_matter_physics/P0473.pdf,corpus/text/condensed_matter_physics/P0473.txt,34d97a2073155ebfb2f805661861b0e64acd9a1e336a91c30be10412588b67f7,46156
