paper_id,field,source,inventory_id,era_band,draw_idx,seed,unit_id,unit_year,title,doi,eligible_units,eligible_papers_in_selected_unit,selection_probability,design_weight,pdf_url,pdf_path,text_path,pdf_sha256,text_chars
P0360,"Structure-driven experimental physics (HEP, neutrino, gravitational waves)",The European Physical Journal C,epj_c_openalex_v1.0.1_through2025_20260620,2015-present_completed_years_2015-2025,22,202606200710,epj_c_2023_v83_i6,2023,Jet-like correlations with respect to $$\textrm{K}^{0}_\mathrm{{S}}$$ and $$\Lambda $$ ($$\overline{\Lambda }$$) in pp and central Pb–Pb collisions at $$\mathbf {\sqrt{s_\textrm{NN}}} = 5.02$$ TeV,10.1140/epjc/s10052-023-11614-8,140,95,7.5187969924812e-05,13300,https://link.springer.com/content/pdf/10.1140/epjc/s10052-023-11614-8.pdf?error=cookies_not_supported&code=ddd9b841-40a3-494c-80e4-f7457fb0e599,corpus/pdfs/particle_gravitational_physics/P0360.pdf,corpus/text/particle_gravitational_physics/P0360.txt,7ee3ecabf274fa68983b3019f96e9e392c0037f671ac2660a8d884cc00192859,96620
P0361,"Structure-driven experimental physics (HEP, neutrino, gravitational waves)",The European Physical Journal C,epj_c_openalex_v1.0.1_through2025_20260620,2015-present_completed_years_2015-2025,23,202606200710,epj_c_2017_v77_i9,2017,Open string T-duality in double space,10.1140/epjc/s10052-017-5190-1,140,77,9.27643784786642e-05,10780,https://link.springer.com/content/pdf/10.1140/epjc/s10052-017-5190-1.pdf?error=cookies_not_supported&code=e027da98-9a8b-4cbc-9cef-00a0c2112c11,corpus/pdfs/particle_gravitational_physics/P0361.pdf,corpus/text/particle_gravitational_physics/P0361.txt,194031d84f4aacc29d48813daca9777a3f06803f7089cf498f7a83ec04cbc9e7,34512
P0362,"Structure-driven experimental physics (HEP, neutrino, gravitational waves)",The European Physical Journal C,epj_c_openalex_v1.0.1_through2025_20260620,2015-present_completed_years_2015-2025,24,202606200710,epj_c_2019_v79_i11,2019,Well-order as a construction principle for physical theories,10.1140/epjc/s10052-019-7456-2,140,93,7.68049155145929e-05,13020,https://link.springer.com/content/pdf/10.1140/epjc/s10052-019-7456-2.pdf?error=cookies_not_supported&code=76985d9d-82b7-4432-bb11-9ff9df18c6ce,corpus/pdfs/particle_gravitational_physics/P0362.pdf,corpus/text/particle_gravitational_physics/P0362.txt,9947c1386c8002ff8aa1abe141c0518aaaf1791f07dc7e2d394f6ed48903e7f5,53321
P0363,"Structure-driven experimental physics (HEP, neutrino, gravitational waves)",The European Physical Journal C,epj_c_openalex_v1.0.1_through2025_20260620,2015-present_completed_years_2015-2025,25,202606200710,epj_c_2016_v76_i2,2016,A note on a mimetic scalar–tensor cosmological model,10.1140/epjc/s10052-016-3926-y,140,55,0.00012987012987013,7700,https://link.springer.com/content/pdf/10.1140/epjc/s10052-016-3926-y.pdf?error=cookies_not_supported&code=edd40031-5eaf-4d12-b51c-0772ad61954b,corpus/pdfs/particle_gravitational_physics/P0363.pdf,corpus/text/particle_gravitational_physics/P0363.txt,79b1f131e6839ef98038075ece23afd860fb351e6794abb0ea607940c5d45afb,17598
P0364,"Structure-driven experimental physics (HEP, neutrino, gravitational waves)",The European Physical Journal C,epj_c_openalex_v1.0.1_through2025_20260620,2015-present_completed_years_2015-2025,26,202606200710,epj_c_2015_v75_i4,2015,Mass reach scaling for future hadron colliders,10.1140/epjc/s10052-015-3381-1,140,35,0.000204081632653061,4900,https://link.springer.com/content/pdf/10.1140/epjc/s10052-015-3381-1.pdf?error=cookies_not_supported&code=4d4d4443-0ac5-4826-a926-3e69491fb6e1,corpus/pdfs/particle_gravitational_physics/P0364.pdf,corpus/text/particle_gravitational_physics/P0364.txt,9ff71ef5f998337e5e369129fc49fd6eaa09450fad9a52b480bca8f36fe0fdb7,33545
P0365,"Structure-driven experimental physics (HEP, neutrino, gravitational waves)",The European Physical Journal C,epj_c_openalex_v1.0.1_through2025_20260620,2015-present_completed_years_2015-2025,27,202606200710,epj_c_2017_v77_i10,2017,Helicity antenna showers for hadron colliders,10.1140/epjc/s10052-017-5306-7,140,67,0.000106609808102345,9380,https://link.springer.com/content/pdf/10.1140/epjc/s10052-017-5306-7.pdf?error=cookies_not_supported&code=dfdb0bdb-d082-411a-b3a1-c7ba74f1069e,corpus/pdfs/particle_gravitational_physics/P0365.pdf,corpus/text/particle_gravitational_physics/P0365.txt,111143c74b2f1b1d41e54188d6a1e76cf87f4d79f13cdd5e102e38e72ae94ffa,66873
P0366,"Structure-driven experimental physics (HEP, neutrino, gravitational waves)",The European Physical Journal C,epj_c_openalex_v1.0.1_through2025_20260620,2015-present_completed_years_2015-2025,28,202606200710,epj_c_2015_v75_i5,2015,On the possibility to detect the Higgs decay $$H\rightarrow b\bar{b}$$ H → b b ¯ in the associated $$Z+ b\bar{b}$$ Z + b b ¯ production at the LHC,10.1140/epjc/s10052-015-3419-4,140,62,0.000115207373271889,8680,https://link.springer.com/content/pdf/10.1140/epjc/s10052-015-3419-4.pdf?error=cookies_not_supported&code=1ddbe3f1-5451-4257-9a82-a29a8acff629,corpus/pdfs/particle_gravitational_physics/P0366.pdf,corpus/text/particle_gravitational_physics/P0366.txt,e1fd2442ce4348754249bb30b56ff3d1a80eeb17d420bbe986b22cb65d9c275b,28863
P0367,"Structure-driven experimental physics (HEP, neutrino, gravitational waves)",The European Physical Journal C,epj_c_openalex_v1.0.1_through2025_20260620,2015-present_completed_years_2015-2025,29,202606200710,epj_c_2015_v75_i6,2015,On the energy-momentum tensor in Moyal space,10.1140/epjc/s10052-015-3492-8,140,56,0.000127551020408163,7840,https://link.springer.com/content/pdf/10.1140/epjc/s10052-015-3492-8.pdf?error=cookies_not_supported&code=1bdeaed1-c2b9-4b3c-b6c8-a869b86b6ecf,corpus/pdfs/particle_gravitational_physics/P0367.pdf,corpus/text/particle_gravitational_physics/P0367.txt,6ad4c9c8b0612eb16864228907b2f45967a244c6317acb30380b92742fa6abfe,44444
P0368,"Structure-driven experimental physics (HEP, neutrino, gravitational waves)",The European Physical Journal C,epj_c_openalex_v1.0.1_through2025_20260620,2015-present_completed_years_2015-2025,30,202606200710,epj_c_2015_v75_i11,2015,CP violations in predictive neutrino mass structures,10.1140/epjc/s10052-015-3779-9,140,51,0.000140056022408964,7140,https://link.springer.com/content/pdf/10.1140/epjc/s10052-015-3779-9.pdf?error=cookies_not_supported&code=f5c292bf-864b-4efc-b270-7248d7b86b98,corpus/pdfs/particle_gravitational_physics/P0368.pdf,corpus/text/particle_gravitational_physics/P0368.txt,5a34e0c942d0db725bf842ea63c60524557b71f068d869ffe4bd86a168ee063d,33708
P0369,"Structure-driven experimental physics (HEP, neutrino, gravitational waves)",The European Physical Journal C,epj_c_openalex_v1.0.1_through2025_20260620,2015-present_completed_years_2015-2025,31,202606200710,epj_c_2023_v83_i7,2023,Cosmological perturbations engendered by discrete relativistic species,10.1140/epjc/s10052-023-11803-5,140,126,5.66893424036281e-05,17640,https://link.springer.com/content/pdf/10.1140/epjc/s10052-023-11803-5.pdf?error=cookies_not_supported&code=f5ac04cf-6f3d-4285-8426-3614e1d59e3b,corpus/pdfs/particle_gravitational_physics/P0369.pdf,corpus/text/particle_gravitational_physics/P0369.txt,0d15dcb2798328a9f30e72111d6c7d06a010cf10ed5bac0e4487b722791279eb,18846
P0370,"Structure-driven experimental physics (HEP, neutrino, gravitational waves)",The European Physical Journal C,epj_c_openalex_v1.0.1_through2025_20260620,2015-present_completed_years_2015-2025,32,202606200710,epj_c_2017_v77_i12,2017,Elastic amplitudes studied with the LHC measurements at 7 and 8 TeV,10.1140/epjc/s10052-017-5403-7,140,98,7.28862973760933e-05,13720,https://link.springer.com/content/pdf/10.1140/epjc/s10052-017-5403-7.pdf?error=cookies_not_supported&code=ca2ee273-6d82-4495-9edd-fe5af7979285,corpus/pdfs/particle_gravitational_physics/P0370.pdf,corpus/text/particle_gravitational_physics/P0370.txt,1bed83dd257c0ea7d5eee1d9ebb73b70a02771fa975746df6508abf2790cedec,69289
P0371,"Structure-driven experimental physics (HEP, neutrino, gravitational waves)",The European Physical Journal C,epj_c_openalex_v1.0.1_through2025_20260620,2015-present_completed_years_2015-2025,33,202606200710,epj_c_2015_v75_i3,2015,Mass of Y(3940) in Bethe–Salpeter equation for quarks,10.1140/epjc/s10052-015-3315-y,140,44,0.000162337662337662,6160,https://link.springer.com/content/pdf/10.1140/epjc/s10052-015-3315-y.pdf?error=cookies_not_supported&code=da075188-718b-48b8-a29b-172eb2a3ea63,corpus/pdfs/particle_gravitational_physics/P0371.pdf,corpus/text/particle_gravitational_physics/P0371.txt,c97bb3f095932e77d97b2723393913f7c740b07d9407a507ce23e1fcffc3d652,40065
P0372,"Structure-driven experimental physics (HEP, neutrino, gravitational waves)",The European Physical Journal C,epj_c_openalex_v1.0.1_through2025_20260620,2015-present_completed_years_2015-2025,34,202606200710,epj_c_2020_v80_i3,2020,Greybody factors of holographic superconductors with $$z=2$$ Lifshitz scaling,10.1140/epjc/s10052-020-7791-3,140,114,6.265664160401e-05,15960,https://link.springer.com/content/pdf/10.1140/epjc/s10052-020-7791-3.pdf?error=cookies_not_supported&code=aac78217-dfa9-40ec-9a84-62fc9cfcaea4,corpus/pdfs/particle_gravitational_physics/P0372.pdf,corpus/text/particle_gravitational_physics/P0372.txt,e9576dbd9830282e0044941d1ae22c767899cd47bca61f1ec2328357a6ea066e,43689
P0373,"Structure-driven experimental physics (HEP, neutrino, gravitational waves)",The European Physical Journal C,epj_c_openalex_v1.0.1_through2025_20260620,2015-present_completed_years_2015-2025,35,202606200710,epj_c_2019_v79_i9,2019,Quasi-conformal models and the earlyuniverse,10.1140/epjc/s10052-019-7267-5,140,83,8.60585197934595e-05,11620,https://link.springer.com/content/pdf/10.1140/epjc/s10052-019-7267-5.pdf?error=cookies_not_supported&code=077a2259-bdc3-4fa6-a309-6e5a918c98db,corpus/pdfs/particle_gravitational_physics/P0373.pdf,corpus/text/particle_gravitational_physics/P0373.txt,32570d10b5d109754d0cbfa03c155eb42c2e8a857e8ac0c7354ae4809cdb6d1e,68853
