aggregate_id,paper_id,instrument,dimension,aggregation_set_id,rubric_version,n_ratings,n_distinct_judges,n_human_judges,n_ai_judges,n_ai_models,n_ai_replicates,mean,median,sd,min,max,aggregation_policy,adjudicated_value,adjudication_status,notes
agg_pilot_seed_codex_only:P0005:statistical_inductivist_dependence:significance_dependence,P0005,statistical_inductivist_dependence,significance_dependence,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,0,0,,0,0,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0005:statistical_inductivist_dependence:total,P0005,statistical_inductivist_dependence,total,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,1,1,,1,1,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0005:statistical_inductivist_dependence:weak_mechanism,P0005,statistical_inductivist_dependence,weak_mechanism,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,0,0,,0,0,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0006:causal_abstraction:abstraction_discipline,P0006,causal_abstraction,abstraction_discipline,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,2,2,,2,2,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0006:causal_abstraction:causal_relation,P0006,causal_abstraction,causal_relation,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,1,1,,1,1,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0006:causal_abstraction:entity_specification,P0006,causal_abstraction,entity_specification,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,2,2,,2,2,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0006:causal_abstraction:intervention_relevance,P0006,causal_abstraction,intervention_relevance,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,1,1,,1,1,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0006:causal_abstraction:invariance,P0006,causal_abstraction,invariance,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,1,1,,1,1,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0006:causal_abstraction:measurement_model,P0006,causal_abstraction,measurement_model,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,2,2,,2,2,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0006:causal_abstraction:mechanism,P0006,causal_abstraction,mechanism,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,0,0,,0,0,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0006:causal_abstraction:rival_explanations,P0006,causal_abstraction,rival_explanations,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,0,0,,0,0,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0006:causal_abstraction:severe_test,P0006,causal_abstraction,severe_test,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,1,1,,1,1,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0006:causal_abstraction:total,P0006,causal_abstraction,total,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,10,10,,10,10,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0006:statistical_inductivist_dependence:flexible_pipeline,P0006,statistical_inductivist_dependence,flexible_pipeline,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,1,1,,1,1,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0006:statistical_inductivist_dependence:high_dimensional_search,P0006,statistical_inductivist_dependence,high_dimensional_search,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,2,2,,2,2,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0006:statistical_inductivist_dependence:limited_intervention,P0006,statistical_inductivist_dependence,limited_intervention,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,1,1,,1,1,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0006:statistical_inductivist_dependence:local_validation,P0006,statistical_inductivist_dependence,local_validation,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,1,1,,1,1,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0006:statistical_inductivist_dependence:prediction_dependence,P0006,statistical_inductivist_dependence,prediction_dependence,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,1,1,,1,1,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0006:statistical_inductivist_dependence:significance_dependence,P0006,statistical_inductivist_dependence,significance_dependence,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,1,1,,1,1,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0006:statistical_inductivist_dependence:total,P0006,statistical_inductivist_dependence,total,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,8,8,,8,8,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0006:statistical_inductivist_dependence:weak_mechanism,P0006,statistical_inductivist_dependence,weak_mechanism,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,1,1,,1,1,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0007:causal_abstraction:abstraction_discipline,P0007,causal_abstraction,abstraction_discipline,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,1,1,,1,1,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0007:causal_abstraction:causal_relation,P0007,causal_abstraction,causal_relation,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,0,0,,0,0,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0007:causal_abstraction:entity_specification,P0007,causal_abstraction,entity_specification,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,2,2,,2,2,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0007:causal_abstraction:intervention_relevance,P0007,causal_abstraction,intervention_relevance,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,0,0,,0,0,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0007:causal_abstraction:invariance,P0007,causal_abstraction,invariance,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,1,1,,1,1,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0007:causal_abstraction:measurement_model,P0007,causal_abstraction,measurement_model,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,2,2,,2,2,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0007:causal_abstraction:mechanism,P0007,causal_abstraction,mechanism,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,0,0,,0,0,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0007:causal_abstraction:rival_explanations,P0007,causal_abstraction,rival_explanations,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,0,0,,0,0,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0007:causal_abstraction:severe_test,P0007,causal_abstraction,severe_test,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,1,1,,1,1,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0007:causal_abstraction:total,P0007,causal_abstraction,total,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,7,7,,7,7,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0007:statistical_inductivist_dependence:flexible_pipeline,P0007,statistical_inductivist_dependence,flexible_pipeline,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,1,1,,1,1,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0007:statistical_inductivist_dependence:high_dimensional_search,P0007,statistical_inductivist_dependence,high_dimensional_search,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,2,2,,2,2,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0007:statistical_inductivist_dependence:limited_intervention,P0007,statistical_inductivist_dependence,limited_intervention,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,2,2,,2,2,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0007:statistical_inductivist_dependence:local_validation,P0007,statistical_inductivist_dependence,local_validation,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,1,1,,1,1,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0007:statistical_inductivist_dependence:prediction_dependence,P0007,statistical_inductivist_dependence,prediction_dependence,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,0,0,,0,0,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0007:statistical_inductivist_dependence:significance_dependence,P0007,statistical_inductivist_dependence,significance_dependence,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,2,2,,2,2,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0007:statistical_inductivist_dependence:total,P0007,statistical_inductivist_dependence,total,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,9,9,,9,9,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0007:statistical_inductivist_dependence:weak_mechanism,P0007,statistical_inductivist_dependence,weak_mechanism,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,1,1,,1,1,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0008:causal_abstraction:abstraction_discipline,P0008,causal_abstraction,abstraction_discipline,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,2,2,,2,2,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0008:causal_abstraction:causal_relation,P0008,causal_abstraction,causal_relation,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,1,1,,1,1,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0008:causal_abstraction:entity_specification,P0008,causal_abstraction,entity_specification,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,2,2,,2,2,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0008:causal_abstraction:intervention_relevance,P0008,causal_abstraction,intervention_relevance,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,0,0,,0,0,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0008:causal_abstraction:invariance,P0008,causal_abstraction,invariance,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,2,2,,2,2,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0008:causal_abstraction:measurement_model,P0008,causal_abstraction,measurement_model,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,2,2,,2,2,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0008:causal_abstraction:mechanism,P0008,causal_abstraction,mechanism,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,1,1,,1,1,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0008:causal_abstraction:rival_explanations,P0008,causal_abstraction,rival_explanations,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,2,2,,2,2,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0008:causal_abstraction:severe_test,P0008,causal_abstraction,severe_test,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,2,2,,2,2,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0008:causal_abstraction:total,P0008,causal_abstraction,total,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,14,14,,14,14,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0008:statistical_inductivist_dependence:flexible_pipeline,P0008,statistical_inductivist_dependence,flexible_pipeline,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,0,0,,0,0,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0008:statistical_inductivist_dependence:high_dimensional_search,P0008,statistical_inductivist_dependence,high_dimensional_search,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,0,0,,0,0,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0008:statistical_inductivist_dependence:limited_intervention,P0008,statistical_inductivist_dependence,limited_intervention,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,1,1,,1,1,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0008:statistical_inductivist_dependence:local_validation,P0008,statistical_inductivist_dependence,local_validation,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,0,0,,0,0,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0008:statistical_inductivist_dependence:prediction_dependence,P0008,statistical_inductivist_dependence,prediction_dependence,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,0,0,,0,0,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0008:statistical_inductivist_dependence:significance_dependence,P0008,statistical_inductivist_dependence,significance_dependence,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,0,0,,0,0,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0008:statistical_inductivist_dependence:total,P0008,statistical_inductivist_dependence,total,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,1,1,,1,1,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0008:statistical_inductivist_dependence:weak_mechanism,P0008,statistical_inductivist_dependence,weak_mechanism,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,0,0,,0,0,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0009:causal_abstraction:abstraction_discipline,P0009,causal_abstraction,abstraction_discipline,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,2,2,,2,2,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0009:causal_abstraction:causal_relation,P0009,causal_abstraction,causal_relation,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,0,0,,0,0,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0009:causal_abstraction:entity_specification,P0009,causal_abstraction,entity_specification,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,2,2,,2,2,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0009:causal_abstraction:intervention_relevance,P0009,causal_abstraction,intervention_relevance,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,1,1,,1,1,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0009:causal_abstraction:invariance,P0009,causal_abstraction,invariance,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,2,2,,2,2,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0009:causal_abstraction:measurement_model,P0009,causal_abstraction,measurement_model,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,2,2,,2,2,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0009:causal_abstraction:mechanism,P0009,causal_abstraction,mechanism,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,1,1,,1,1,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0009:causal_abstraction:rival_explanations,P0009,causal_abstraction,rival_explanations,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,1,1,,1,1,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0009:causal_abstraction:severe_test,P0009,causal_abstraction,severe_test,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,2,2,,2,2,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0009:causal_abstraction:total,P0009,causal_abstraction,total,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,13,13,,13,13,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0009:statistical_inductivist_dependence:flexible_pipeline,P0009,statistical_inductivist_dependence,flexible_pipeline,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,1,1,,1,1,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0009:statistical_inductivist_dependence:high_dimensional_search,P0009,statistical_inductivist_dependence,high_dimensional_search,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,2,2,,2,2,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0009:statistical_inductivist_dependence:limited_intervention,P0009,statistical_inductivist_dependence,limited_intervention,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,2,2,,2,2,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0009:statistical_inductivist_dependence:local_validation,P0009,statistical_inductivist_dependence,local_validation,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,0,0,,0,0,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0009:statistical_inductivist_dependence:prediction_dependence,P0009,statistical_inductivist_dependence,prediction_dependence,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,2,2,,2,2,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0009:statistical_inductivist_dependence:significance_dependence,P0009,statistical_inductivist_dependence,significance_dependence,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,0,0,,0,0,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0009:statistical_inductivist_dependence:total,P0009,statistical_inductivist_dependence,total,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,8,8,,8,8,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0009:statistical_inductivist_dependence:weak_mechanism,P0009,statistical_inductivist_dependence,weak_mechanism,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,1,1,,1,1,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0010:causal_abstraction:abstraction_discipline,P0010,causal_abstraction,abstraction_discipline,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,1,1,,1,1,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0010:causal_abstraction:causal_relation,P0010,causal_abstraction,causal_relation,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,0,0,,0,0,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0010:causal_abstraction:entity_specification,P0010,causal_abstraction,entity_specification,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,2,2,,2,2,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0010:causal_abstraction:intervention_relevance,P0010,causal_abstraction,intervention_relevance,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,0,0,,0,0,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0010:causal_abstraction:invariance,P0010,causal_abstraction,invariance,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,1,1,,1,1,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0010:causal_abstraction:measurement_model,P0010,causal_abstraction,measurement_model,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,2,2,,2,2,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0010:causal_abstraction:mechanism,P0010,causal_abstraction,mechanism,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,0,0,,0,0,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0010:causal_abstraction:rival_explanations,P0010,causal_abstraction,rival_explanations,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,0,0,,0,0,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0010:causal_abstraction:severe_test,P0010,causal_abstraction,severe_test,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,0,0,,0,0,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0010:causal_abstraction:total,P0010,causal_abstraction,total,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,6,6,,6,6,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0010:statistical_inductivist_dependence:flexible_pipeline,P0010,statistical_inductivist_dependence,flexible_pipeline,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,2,2,,2,2,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0010:statistical_inductivist_dependence:high_dimensional_search,P0010,statistical_inductivist_dependence,high_dimensional_search,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,2,2,,2,2,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0010:statistical_inductivist_dependence:limited_intervention,P0010,statistical_inductivist_dependence,limited_intervention,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,2,2,,2,2,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0010:statistical_inductivist_dependence:local_validation,P0010,statistical_inductivist_dependence,local_validation,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,1,1,,1,1,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0010:statistical_inductivist_dependence:prediction_dependence,P0010,statistical_inductivist_dependence,prediction_dependence,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,0,0,,0,0,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0010:statistical_inductivist_dependence:significance_dependence,P0010,statistical_inductivist_dependence,significance_dependence,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,1,1,,1,1,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0010:statistical_inductivist_dependence:total,P0010,statistical_inductivist_dependence,total,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,9,9,,9,9,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0010:statistical_inductivist_dependence:weak_mechanism,P0010,statistical_inductivist_dependence,weak_mechanism,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,1,1,,1,1,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0011:causal_abstraction:abstraction_discipline,P0011,causal_abstraction,abstraction_discipline,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,1,1,,1,1,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0011:causal_abstraction:causal_relation,P0011,causal_abstraction,causal_relation,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,1,1,,1,1,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0011:causal_abstraction:entity_specification,P0011,causal_abstraction,entity_specification,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,2,2,,2,2,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0011:causal_abstraction:intervention_relevance,P0011,causal_abstraction,intervention_relevance,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,0,0,,0,0,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0011:causal_abstraction:invariance,P0011,causal_abstraction,invariance,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,1,1,,1,1,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0011:causal_abstraction:measurement_model,P0011,causal_abstraction,measurement_model,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,2,2,,2,2,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0011:causal_abstraction:mechanism,P0011,causal_abstraction,mechanism,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,1,1,,1,1,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0011:causal_abstraction:rival_explanations,P0011,causal_abstraction,rival_explanations,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,0,0,,0,0,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0011:causal_abstraction:severe_test,P0011,causal_abstraction,severe_test,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,0,0,,0,0,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0011:causal_abstraction:total,P0011,causal_abstraction,total,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,8,8,,8,8,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0011:statistical_inductivist_dependence:flexible_pipeline,P0011,statistical_inductivist_dependence,flexible_pipeline,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,2,2,,2,2,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0011:statistical_inductivist_dependence:high_dimensional_search,P0011,statistical_inductivist_dependence,high_dimensional_search,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,2,2,,2,2,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0011:statistical_inductivist_dependence:limited_intervention,P0011,statistical_inductivist_dependence,limited_intervention,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,2,2,,2,2,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0011:statistical_inductivist_dependence:local_validation,P0011,statistical_inductivist_dependence,local_validation,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,1,1,,1,1,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0011:statistical_inductivist_dependence:prediction_dependence,P0011,statistical_inductivist_dependence,prediction_dependence,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,0,0,,0,0,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0011:statistical_inductivist_dependence:significance_dependence,P0011,statistical_inductivist_dependence,significance_dependence,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,1,1,,1,1,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:P0011:statistical_inductivist_dependence:total,P0011,statistical_inductivist_dependence,total,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,9,9,,9,9,pooled_mean,,not_adjudicated,Diagnostic only.
