paper_id,field,source,inventory_id,era_band,draw_idx,seed,unit_id,unit_year,title,doi,eligible_units,eligible_papers_in_selected_unit,selection_probability,design_weight,pdf_url,pdf_path,text_path,pdf_sha256,text_chars
P0263,"Structure-driven experimental physics (HEP, neutrino, gravitational waves)",The European Physical Journal C,epj_c_openalex_v1.0.1_through2025_20260620,2015-present_completed_years_2015-2025,15,202606200510,epj_c_2024_v84_i9,2024,Impact of medium anisotropy on quarkonium dissociation and regeneration,10.1140/epjc/s10052-024-13270-y,140,114,6.265664160401e-05,15960,https://link.springer.com/content/pdf/10.1140/epjc/s10052-024-13270-y.pdf?error=cookies_not_supported&code=abe53345-e75a-484f-848a-33f8094ee2a0,corpus/pdfs/particle_gravitational_physics/P0263.pdf,corpus/text/particle_gravitational_physics/P0263.txt,81fcaf758868db9fdcca8c6026394a1b362333af60be2adb83f1aa8cca2816e5,43350
P0264,"Structure-driven experimental physics (HEP, neutrino, gravitational waves)",The European Physical Journal C,epj_c_openalex_v1.0.1_through2025_20260620,2015-present_completed_years_2015-2025,16,202606200510,epj_c_2021_v81_i9,2021,Electroweak monopoles with a non-linearly realized weak hypercharge,10.1140/epjc/s10052-021-09591-x,140,77,9.27643784786642e-05,10780,https://link.springer.com/content/pdf/10.1140/epjc/s10052-021-09591-x.pdf?error=cookies_not_supported&code=9b3b374f-3b2a-46c5-8e9c-28fad56d915d,corpus/pdfs/particle_gravitational_physics/P0264.pdf,corpus/text/particle_gravitational_physics/P0264.txt,b6c5c1b7cf428851cce3d4105ece59ae72ccfb508874adea5a7ffb14c7051672,37330
P0265,"Structure-driven experimental physics (HEP, neutrino, gravitational waves)",The European Physical Journal C,epj_c_openalex_v1.0.1_through2025_20260620,2015-present_completed_years_2015-2025,17,202606200510,epj_c_2018_v78_i10,2018,Observational constraints on the jerk parameter with the data of the Hubble parameter,10.1140/epjc/s10052-018-6355-2,140,81,8.81834215167548e-05,11340,https://link.springer.com/content/pdf/10.1140/epjc/s10052-018-6355-2.pdf?error=cookies_not_supported&code=dee9c4d0-0059-4fb3-ac38-c10c2a5ab215,corpus/pdfs/particle_gravitational_physics/P0265.pdf,corpus/text/particle_gravitational_physics/P0265.txt,662f05aced3eef75fe36b6a891432b78109e2de8bd4b25a5ac8b4064a1705bca,29230
P0266,"Structure-driven experimental physics (HEP, neutrino, gravitational waves)",The European Physical Journal C,epj_c_openalex_v1.0.1_through2025_20260620,2015-present_completed_years_2015-2025,18,202606200510,epj_c_2019_v79_i3,2019,The Phillips–Barger model for the elastic cross section and the Odderon,10.1140/epjc/s10052-019-6768-6,140,106,6.73854447439353e-05,14840,https://link.springer.com/content/pdf/10.1140/epjc/s10052-019-6768-6.pdf?error=cookies_not_supported&code=6d616c7a-9dfc-4b33-b13f-0375d8b73f2c,corpus/pdfs/particle_gravitational_physics/P0266.pdf,corpus/text/particle_gravitational_physics/P0266.txt,883847e74207b54ce82d645a39bc721890c6de8859eb339c0cda942f4c0684a8,23918
P0267,"Structure-driven experimental physics (HEP, neutrino, gravitational waves)",The European Physical Journal C,epj_c_openalex_v1.0.1_through2025_20260620,2015-present_completed_years_2015-2025,19,202606200510,epj_c_2022_v82_i12,2022,Black hole solutions in the quadratic Weyl conformal geometric theory of gravity,10.1140/epjc/s10052-022-11131-0,140,91,7.84929356357928e-05,12740,https://link.springer.com/content/pdf/10.1140/epjc/s10052-022-11131-0.pdf?error=cookies_not_supported&code=7216efd5-6d19-459e-9d16-d70d87da0945,corpus/pdfs/particle_gravitational_physics/P0267.pdf,corpus/text/particle_gravitational_physics/P0267.txt,9bd270205c8d4380a7a08279471aa59cf71a759cf9f2a094fc6e366ba783af54,111996
P0268,"Structure-driven experimental physics (HEP, neutrino, gravitational waves)",The European Physical Journal C,epj_c_openalex_v1.0.1_through2025_20260620,2015-present_completed_years_2015-2025,20,202606200510,epj_c_2021_v81_i12,2021,Kerr–Schild–Kundt metrics in generic gravity theories with modified Horndeski couplings,10.1140/epjc/s10052-021-09947-3,140,94,7.59878419452887e-05,13160,https://link.springer.com/content/pdf/10.1140/epjc/s10052-021-09947-3.pdf?error=cookies_not_supported&code=60e3da10-b39c-46de-a034-3f23398ab09d,corpus/pdfs/particle_gravitational_physics/P0268.pdf,corpus/text/particle_gravitational_physics/P0268.txt,63f6d25a1b2d8b49f5b965f01c4db3cadaa4ce37681338bf74b986da0d60e929,25623
P0269,"Structure-driven experimental physics (HEP, neutrino, gravitational waves)",The European Physical Journal C,epj_c_openalex_v1.0.1_through2025_20260620,2015-present_completed_years_2015-2025,21,202606200510,epj_c_2016_v76_i9,2016,The $$a_0(980)$$ a 0 ( 980 ) and $$\Lambda (1670)$$ Λ ( 1670 ) in the $$\Lambda ^+_c \rightarrow \pi ^+ \eta \Lambda $$ Λ c + → π + η Λ decay,10.1140/epjc/s10052-016-4342-z,140,44,0.000162337662337662,6160,https://link.springer.com/content/pdf/10.1140/epjc/s10052-016-4342-z.pdf?error=cookies_not_supported&code=e32f9bcc-ed48-40e6-bc1f-7e1627db07bc,corpus/pdfs/particle_gravitational_physics/P0269.pdf,corpus/text/particle_gravitational_physics/P0269.txt,616cbe8a4ad0ef43c29f96adec971a89ccb2356c87516ba9afc4db88ac182564,29383
P0270,"Structure-driven experimental physics (HEP, neutrino, gravitational waves)",The European Physical Journal C,epj_c_openalex_v1.0.1_through2025_20260620,2015-present_completed_years_2015-2025,22,202606200510,epj_c_2016_v76_i4,2016,Inclusive quarkonium production at forward rapidity in pp collisions at $$\mathbf {\sqrt{s}=8}~$$ s = 8 TeV,10.1140/epjc/s10052-016-3987-y,140,54,0.000132275132275132,7560,https://link.springer.com/content/pdf/10.1140/epjc/s10052-016-3987-y.pdf?error=cookies_not_supported&code=ed3f0d23-bd1c-4481-8045-cc9217020165,corpus/pdfs/particle_gravitational_physics/P0270.pdf,corpus/text/particle_gravitational_physics/P0270.txt,6485b22683646dfc66f0b3e954eba4974c33955373d1679a70cdc22ec527a6e0,61964
P0271,"Structure-driven experimental physics (HEP, neutrino, gravitational waves)",The European Physical Journal C,epj_c_openalex_v1.0.1_through2025_20260620,2015-present_completed_years_2015-2025,23,202606200510,epj_c_2018_v78_i10,2018,Compact anisotropic models in general relativity by gravitational decoupling,10.1140/epjc/s10052-018-6319-6,140,81,8.81834215167548e-05,11340,https://link.springer.com/content/pdf/10.1140/epjc/s10052-018-6319-6.pdf?error=cookies_not_supported&code=25305e08-754b-4451-942a-2e514265a9cc,corpus/pdfs/particle_gravitational_physics/P0271.pdf,corpus/text/particle_gravitational_physics/P0271.txt,d50f5927050046ea276ee0591997309aba6a2d2347503dae1da860275892da86,34694
P0272,"Structure-driven experimental physics (HEP, neutrino, gravitational waves)",The European Physical Journal C,epj_c_openalex_v1.0.1_through2025_20260620,2015-present_completed_years_2015-2025,24,202606200510,epj_c_2016_v76_i3,2016,A test of general relativity using the LARES and LAGEOS satellites and a GRACE Earth gravity model,10.1140/epjc/s10052-016-3961-8,140,70,0.000102040816326531,9800,https://link.springer.com/content/pdf/10.1140/epjc/s10052-016-3961-8.pdf?error=cookies_not_supported&code=b8cdc94e-ed2f-4391-874d-57077bdc14a1,corpus/pdfs/particle_gravitational_physics/P0272.pdf,corpus/text/particle_gravitational_physics/P0272.txt,4a2acbdffe826b4f8a6ccc4e06a566efda0997aeccd50eae54d3f10fe5b04262,32252
P0273,"Structure-driven experimental physics (HEP, neutrino, gravitational waves)",The European Physical Journal C,epj_c_openalex_v1.0.1_through2025_20260620,2015-present_completed_years_2015-2025,25,202606200510,epj_c_2016_v76_i9,2016,Charged-particle distributions at low transverse momentum in $$\sqrt{s} = 13$$ s = 13  TeV pp interactions measured with the ATLAS detector at the LHC,10.1140/epjc/s10052-016-4335-y,140,44,0.000162337662337662,6160,https://link.springer.com/content/pdf/10.1140/epjc/s10052-016-4335-y.pdf?error=cookies_not_supported&code=14f72a29-4773-4162-b24f-6030a73ab90a,corpus/pdfs/particle_gravitational_physics/P0273.pdf,corpus/text/particle_gravitational_physics/P0273.txt,769c9ab9a9d3de2d190ed8f66a9551c331e76158111c64ffefeb2c7d178db564,115822
